planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Sembawang,Senoko North,education,10,4.4,2,4,0,0,0,1,3,0,1,0,0,0,"I went to the library 10 minutes before its closing time to print a document. Thought it would be straightforward so 10 minutes would be enough. Turns out it’s more complicated tha... || Nice Public Library. I like how the New Arrivals and Recently Returned Books are just a shelf near the entrance. The library is quite huge with small areas for you to study. There ... || First time visiting this Sembawang public library. Very cosy venue on first impression, lighting not overly bright but not too dim to make users to fall asleep. I noticed this venu...",-2,0,-1,3,1,0
Sembawang,Senoko North,transport,10,3.8,1,0,0,2,2,0,0,0,2,0,0,1,"Bus interchange within walking distance covered pathway to Sembawang MRT Sun Plaza with plenty of dinning shopping banking supermarkets library cinemas entertainments groceries sun... || Cute small interchange. Only a small number of l bus services terminate here. Less than 15 I believe. As such, its not hectic like many other bus interchanges. Airy. || Approached passenger service for assistance but I stood there waiting while 2 bus service drivers were chit chatting. Even after I said “excuse me” they didn’t bother to reply. Jus...",1,-2,2,0,2,-1
Sembawang,Senoko North,food,10,4.4,0,0,0,3,3,0,0,0,0,0,0,0,"A good bowl of Lormee should have that thick, gooey yet smooth gravy and packed with flavour. Unfortunately, this Lormee at Yishun Park (早碗见面 Lor mee & Satay Beehoon) , gravy was d... || Family went there for lunch on a Saturday at around 1130H. It was not too crowded, and we managed to find a table without needing to wait. Parking was okay too. The hawker centre w... || I would like to introduce a delicious Pao Fan at Stall 01-35A if you are dining at Yishun Park Market, 51 Yishun Ave 11. Look for Chef Kelvin — he is very polite and courteous. The...",0,-3,3,0,0,0
Sembawang,Senoko North,shopping,5,4.2,0,0,0,0,2,0,0,0,1,0,0,0,"This MRT on North South Line. Connecting one side Marina Pier and another side Jurang East Neat and clean Mrt station There are shops for daily needs and eatables available. As usu... || This is a small neighborhood mall. They have a wet market, some shops and a Koufu food court at L1. Fairprice is located at L2 and some tuition centres. Overall, it serve to provid... || Small wet market and out of way from central. Added McDonald for nearly kindergarten kids.",0,0,2,0,1,0
Sembawang,Senoko North,recreation,10,3.7,0,0,0,1,0,0,1,0,0,1,0,0,"Did not personally visit the gym but wanted to give my sincerest thanks to their wonderful staff Adelin and Fariz (apologies if I misspelled your names), who helped my father durin... || Big field with alot of activities that I can do there, the gym is usually packed and it is right beside a swimming pool so I can cool off after a gym session. However, the distance... || Nov 2021 update: just renovated. Feel much larger than before. Only 1 toilet inside the gym, and 2 changing room though. Looks more modern.",0,-1,0,1,-1,0
Sembawang,Senoko North,nature,10,4.9,10,0,2,3,1,0,0,0,0,0,0,0,"I visited here for a morning walk. The park is quite large, so you'll definitely work up a sweat walking around. I highly recommend bringing a water bottle. It's full of nature, an... || Relaxing spot, perfect for a nature retreat while in the city. A lot less crowded than you'd expect, considering it's central spot. It's a collection of spots really, rather than a... || This is a quiet green park in Singapore. Looks like an old park with lot of greenery. It's clam, quiet and with lot of shade its ideal for a relaxing time. The famous Fort canning ...",10,-1,1,0,0,0
Sembawang,Senoko South,education,10,4.4,2,4,0,0,0,0,0,0,1,0,0,0,"I went to the library 10 minutes before its closing time to print a document. Thought it would be straightforward so 10 minutes would be enough. Turns out it’s more complicated tha... || Nice Public Library. I like how the New Arrivals and Recently Returned Books are just a shelf near the entrance. The library is quite huge with small areas for you to study. There ... || First time visiting this Sembawang public library. Very cosy venue on first impression, lighting not overly bright but not too dim to make users to fall asleep. I noticed this venu...",-2,0,0,0,1,0
Sembawang,Senoko South,transport,10,3.9,1,0,0,4,1,0,0,0,3,0,0,1,Our neighborhood MRT station. Always well maintained and flow of people is smooth even during busy times. Many amenities located nearby. || Walking distance to Admiralty MRT Admiralty Place Kampung Admiralty Kampung Admiralty hawker centre with plenty of dinning shopping banking supermarkets wet market groceries sundri... || The key station for the Admiralty estates in Singapore and the surrounding industrials near the residences. Expect heavier crowds during the peak hours as the estates houses a larg...,1,-4,1,0,3,-1
Sembawang,Senoko South,food,10,4.8,1,3,0,7,0,0,0,0,0,0,3,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-2,-7,0,0,0,3
Sembawang,Senoko South,shopping,10,4.2,0,0,1,2,1,0,0,0,4,0,0,0,"Located just outside Sembawang MRT, Sun Plaza is a heartland mall that has plenty of things that one might need. Sometimes I am amazed about how many shops it can fit inside. There... || A mall invested with Big House Flies. From when you're dinning (Wang Cafe) to literally just standing outside Hugabo while waiting for your family in the toilet, the pesty housefli... || Sun Plaza holds a lot of good memories for me, as I used to visit this mall very frequently between 2017 and 2019. It has always been a fantastic and highly convenient community hu...",0,-1,1,0,4,0
Sembawang,Senoko South,recreation,10,4.4,0,0,0,1,2,0,1,0,1,1,0,0,"the CC is a cosy and convenient place for community activities. It has clean facilities, friendly staff, and a welcoming atmosphere. Great spot for classes, events, and neighbourho... || I shouldn’t say this, but this is a good place to keep your health strong and away from the coronavirus! Free vaccination and booster shots at godly speed. The registering counter ... || Great place to play badminton or any sports related activities. Went to collect hand sanitizer and the staff were really efficient as well!",0,-1,2,1,0,0
Sembawang,Senoko South,nature,10,4.7,10,0,2,4,4,0,0,0,1,0,0,0,It is a park located in sembangwang. It is near the coast and used to be a navy base. So there are things inspired by the naval heritage like the compass and the battleship playgro... || Nice park located at the coast off Sembawang. Quiet enough for a good walk and chat with a friend. It has a nice and clean toilet in the middle of the park. There's also an activit... || Nice quiet park and great for taking slow walk. BBQ pits available for booking. Nice shelter and a beautiful playground. There is a Western and seafood restaurant. Dog lovers will ...,10,-2,4,0,1,0
Sembawang,The Wharves,education,10,4.4,2,4,0,0,0,1,3,0,1,0,0,0,"I went to the library 10 minutes before its closing time to print a document. Thought it would be straightforward so 10 minutes would be enough. Turns out it’s more complicated tha... || Nice Public Library. I like how the New Arrivals and Recently Returned Books are just a shelf near the entrance. The library is quite huge with small areas for you to study. There ... || First time visiting this Sembawang public library. Very cosy venue on first impression, lighting not overly bright but not too dim to make users to fall asleep. I noticed this venu...",-2,0,-1,3,1,0
Sembawang,The Wharves,transport,10,3.9,1,0,0,4,1,0,0,0,3,0,0,1,Our neighborhood MRT station. Always well maintained and flow of people is smooth even during busy times. Many amenities located nearby. || Walking distance to Admiralty MRT Admiralty Place Kampung Admiralty Kampung Admiralty hawker centre with plenty of dinning shopping banking supermarkets wet market groceries sundri... || The key station for the Admiralty estates in Singapore and the surrounding industrials near the residences. Expect heavier crowds during the peak hours as the estates houses a larg...,1,-4,1,0,3,-1
Sembawang,The Wharves,food,10,4.8,1,3,0,7,0,0,0,0,0,0,3,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-2,-7,0,0,0,3
Sembawang,The Wharves,shopping,10,4.7,0,0,0,4,1,0,0,0,3,0,0,0,"My first visit to this authentic korean BBQ resturant to celebrate Mother's Day on 02 May 2026 in advance.The ambience is cozy and the Manager Mdm Marie is approachable and patient... || A very beautiful mall in the west side.mall is within mrt station.many foods to eat:fast foods,snacks, kopitiam food court, shopping here is also good.there r many shops here such ... || Had a really pleasant dining experience at 店小二. The food was delicious, well-seasoned, and served in generous portions. Every dish tasted fresh and flavorful. The staff were friend...",0,-4,1,0,3,0
Sembawang,The Wharves,recreation,10,4.4,0,0,0,1,2,0,1,0,1,1,0,0,"the CC is a cosy and convenient place for community activities. It has clean facilities, friendly staff, and a welcoming atmosphere. Great spot for classes, events, and neighbourho... || I shouldn’t say this, but this is a good place to keep your health strong and away from the coronavirus! Free vaccination and booster shots at godly speed. The registering counter ... || Great place to play badminton or any sports related activities. Went to collect hand sanitizer and the staff were really efficient as well!",0,-1,2,1,0,0
Sembawang,The Wharves,nature,10,4.7,10,0,2,4,4,0,0,0,1,0,0,0,It is a park located in sembangwang. It is near the coast and used to be a navy base. So there are things inspired by the naval heritage like the compass and the battleship playgro... || Nice park located at the coast off Sembawang. Quiet enough for a good walk and chat with a friend. It has a nice and clean toilet in the middle of the park. There's also an activit... || Nice quiet park and great for taking slow walk. BBQ pits available for booking. Nice shelter and a beautiful playground. There is a Western and seafood restaurant. Dog lovers will ...,10,-2,4,0,1,0
Sengkang,Anchorvale,education,10,4.8,3,1,2,0,3,0,2,0,2,0,0,0,"My child attended EduFirst from Primary 1 to 6, and we’re truly elated to have found a student care centre with such high service standards. The team at Anchorvale is thoughtful, a... || I am so grateful for Edufirst Learning Centre (Anchorvale) All three of my kids have attended, and our experience has been nothing short of wonderful. The teachers are incredibly d... || I’ve been attending Edufirst Learning Centre for the past few months, and it has made a big difference in my understanding of the subjects, especially Math and Science. The teacher...",2,2,3,2,2,0
Sengkang,Anchorvale,transport,10,4.0,0,1,0,0,3,0,1,0,5,0,0,0,"Extremely NOISY construction works of the depot extension!!! They work 24/7 every day, including weekends. Despite numerous feedback, they still carry on throughout the nights that... || there is a nice view point during sunset at the hill beside the sbs depot || Modern large bus depot for maintenance of SBS Transit trains. Reachable by two LRT stations Tongkang and Rebjong. Plenty of fasciitis including canteen and groceries. Conveniently ...",-1,0,3,1,5,0
Sengkang,Anchorvale,food,10,4.0,0,0,1,2,0,0,0,0,1,0,2,0,"This is the Mumchi stall at Anchorvale Hawker Centre. I just bought 2 coconut munchi pancakes last week and today the stall called out to me again. This time round it is the red be... || Great service. Staff is always friendly. She also advise us accordingly on the available flavours and waiting time. Always happy going to this outlet. The pancakes are also very ta... || Absolutely love their pancakes here! The pancakes were soft, fluffy, and packed with tasty flavours. What made the experience even better was the owner was super friendly, welcomin...",0,-1,0,0,1,2
Sengkang,Anchorvale,shopping,10,4.5,0,0,1,6,1,0,0,0,5,0,1,0,"✔️ Review of Hougang Mall 90 Hougang Ave 10, Singapore 538766 💙💙💙 I'm excited to share that I was selected as the winner of the Water Wally & Sally Plushie giveaway for Singapore's... || Nice neighborhood mall with almost everything you need. Food options are plenty and the prices are quite reasonable, which is always a big plus. The air conditioning is also very g... || Newly Upgraded Hougang Mall with many New F&B Outlets. Spoilt for choice, variety Authentic European & SEA Food Stalls here. Vibrant & POSITIVE ENERGY ENVIRONMENT Shopping Mall her...",0,-5,1,0,5,1
Sengkang,Anchorvale,recreation,10,3.7,1,0,0,3,2,0,1,0,0,0,0,0,The swimming complex was really great. But there's only one problem... They don't allow swimsuits with zippers when going to the slides || definitely will come again to enjoy the facility here! sheltered and water playgrounds available to play around. || The toilet cleaner aunty is super rude. Not first time encounter this problem. As level 2 under renovation. Lot of ppl rush to toilet near mcd at level 1. The aunty just mop their ...,1,-3,2,1,0,0
Sengkang,Anchorvale,nature,10,4.5,5,0,3,2,3,0,0,0,1,0,0,0,"Beautiful park in the middle of housing estate in Sengkang. Opened area with plenty of space for outdoor activities and picnics. There is a Tenderbest restaurant nearby. Clean and ... || Love this park. Scenic. Bridges. Ponds. Chickens. Parrots. After a jog/walk, hop in to Tenderbest for a cuppa. Bliss. || Big open space. Terrapins roam free (don't feel, I guess and be careful of where you step). Also monitor lizards. Peaceful, air is so clean and fresh. Love the views and the vibes....",5,1,3,0,1,0
Sengkang,Compassvale,education,10,4.8,3,1,2,0,3,0,5,0,2,0,0,0,"Despite having dedicated teachers for each class, the teachers work together as a collective, creating a kampong spirit within the centre that we truly love. We hope our child will... || I am truly grateful to have such wonderful teachers at My First Skool. They are friendly, caring, and take such good care of my daughter, allowing me to go to work without worry. M... || We would like to express our heartfelt appreciation to Complement, especially HeShu Laoshi, Teacher Aliyah, Teacher Anne, Ms Zakiah, Ms WeiMei and Ms PeckQi for taking such wonderf...",2,2,3,5,2,0
Sengkang,Compassvale,transport,10,4.0,0,1,0,0,3,0,1,0,5,0,0,0,"Extremely NOISY construction works of the depot extension!!! They work 24/7 every day, including weekends. Despite numerous feedback, they still carry on throughout the nights that... || there is a nice view point during sunset at the hill beside the sbs depot || Modern large bus depot for maintenance of SBS Transit trains. Reachable by two LRT stations Tongkang and Rebjong. Plenty of fasciitis including canteen and groceries. Conveniently ...",-1,0,3,1,5,0
Sengkang,Compassvale,food,10,4.8,1,3,0,7,0,0,0,0,0,0,3,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-2,-7,0,0,0,3
Sengkang,Compassvale,shopping,10,4.5,1,0,2,6,2,1,0,0,6,0,0,2,"This mall has everything you need for a relaxing weekend. There is a kids’ play area, as well as a jogging track with a beautiful lake view. It offers plenty of dining options, inc... || Waterway Point is a large and spacious mall with a good mix of shops, products, services and plenty of food options. It covers most day-to-day needs and works well as a one-stop de... || Waterway point shopping mall shopping I would say clothing shops like Uniqlo n playdress.there is a popular bookstore n a toys r us.there is a miniso ...Japan home n value shop I w...",1,-4,1,0,6,-2
Sengkang,Compassvale,recreation,10,3.7,1,0,0,3,2,0,1,0,0,0,0,0,The swimming complex was really great. But there's only one problem... They don't allow swimsuits with zippers when going to the slides || definitely will come again to enjoy the facility here! sheltered and water playgrounds available to play around. || The toilet cleaner aunty is super rude. Not first time encounter this problem. As level 2 under renovation. Lot of ppl rush to toilet near mcd at level 1. The aunty just mop their ...,1,-3,2,1,0,0
Sengkang,Compassvale,nature,10,4.4,8,0,0,3,0,0,0,0,1,0,0,0,"The park itself is fine if you don't intend to go onto the other side of the waterway because the number of bridges linking the two sides are few and far apart. I am not sure why i... || Great place for a family walk. Quite a lot of wildlife and nature you can spot here if you look closely. || Nature's serenity and wonder, 😜 if you don't mind just a quiet morning walk or family walk ☺️🍀😎💕👍🏽🌈",8,-3,0,0,1,0
Sengkang,Fernvale,education,10,5.0,0,0,0,0,2,0,5,0,0,0,0,0,"Despite having dedicated teachers for each class, the teachers work together as a collective, creating a kampong spirit within the centre that we truly love. We hope our child will... || I am truly grateful to have such wonderful teachers at My First Skool. They are friendly, caring, and take such good care of my daughter, allowing me to go to work without worry. M... || We would like to express our heartfelt appreciation to Complement, especially HeShu Laoshi, Teacher Aliyah, Teacher Anne, Ms Zakiah, Ms WeiMei and Ms PeckQi for taking such wonderf...",0,0,2,5,0,0
Sengkang,Fernvale,transport,10,4.0,0,1,0,0,3,0,1,0,5,0,0,0,"Extremely NOISY construction works of the depot extension!!! They work 24/7 every day, including weekends. Despite numerous feedback, they still carry on throughout the nights that... || there is a nice view point during sunset at the hill beside the sbs depot || Modern large bus depot for maintenance of SBS Transit trains. Reachable by two LRT stations Tongkang and Rebjong. Plenty of fasciitis including canteen and groceries. Conveniently ...",-1,0,3,1,5,0
Sengkang,Fernvale,food,10,4.2,0,2,0,4,1,0,0,0,1,0,4,0,"You can always find some hidden gems there! Basically, if we see a stall with a long queue… we just try it 😂 🍗 Hainanese Chicken Rice — We love chicken rice! The chicken was okay, ... || Visit there on a Saturday morning about 9am. Most of the stalls are not operating yet. However we found 2 stalls that gives real value for money. The wanton mee stall ( facing the ... || 0 star for the char kway tiao and hokkien mee(#01-13)! They are terrible! No fragrance just full of salty burnt taste. Yucks. The dumplings were decent.",-2,-4,1,0,1,4
Sengkang,Fernvale,shopping,10,4.9,0,0,3,5,2,0,0,0,3,0,0,0,"The Star Vista is one of the more spacious and pleasant malls in the Buona Vista area. I like the open layout, high ceilings, wide walkways, and the large central atrium, which mak... || Right next to the Buona Vista MRT station. Convenient, airy ,spacious with 3 solid floors of eateries, cafes ,restaurants & supermarket. If you are a owner of a weak mind you will ... || Christmas season is here again! Children would think of Santa Claus, Christmas tree, snowman, Christmas gifts... Christmas is about the birth of Jesus Christ, born in a wooden stab...",0,-2,2,0,3,0
Sengkang,Fernvale,recreation,10,3.7,1,0,0,3,2,0,1,0,0,0,0,0,The swimming complex was really great. But there's only one problem... They don't allow swimsuits with zippers when going to the slides || definitely will come again to enjoy the facility here! sheltered and water playgrounds available to play around. || The toilet cleaner aunty is super rude. Not first time encounter this problem. As level 2 under renovation. Lot of ppl rush to toilet near mcd at level 1. The aunty just mop their ...,1,-3,2,1,0,0
Sengkang,Fernvale,nature,10,4.7,10,0,1,5,1,0,0,0,1,0,0,0,"Quiet, underrated gem in the northeast. Punggol Park has a really chill vibe, especially around the big lake in the middle. Great for evening walks, light jogs, or just sitting dow... || If u are in Hougang / Sengkang area, and wanted a park to stroll or exercise. Try this Punggol Park. Pls note that although it called Punggol Park, it’s actually in end of upper Se... || Actually, It's a Nice and quiet park with a running loop around a pond.The park with a lot of place to rest chair benches. It's shady with huge trees and bird chirping. The place i...",10,-4,1,0,1,0
Sengkang,Lorong Halus North,education,10,4.8,3,1,2,0,3,0,5,0,2,0,0,0,"Despite having dedicated teachers for each class, the teachers work together as a collective, creating a kampong spirit within the centre that we truly love. We hope our child will... || I am truly grateful to have such wonderful teachers at My First Skool. They are friendly, caring, and take such good care of my daughter, allowing me to go to work without worry. M... || We would like to express our heartfelt appreciation to Complement, especially HeShu Laoshi, Teacher Aliyah, Teacher Anne, Ms Zakiah, Ms WeiMei and Ms PeckQi for taking such wonderf...",2,2,3,5,2,0
Sengkang,Lorong Halus North,transport,10,4.1,0,1,0,0,2,0,0,0,1,0,0,0,"Just next to a bus station, LRT and Waterway Point. Very useful clean and efficient way of travelling for all Punggo residents. || Super station. In and out very fast. Connected to the LRT and also the bus station in Punggol. Plus next to Waterway Point. Superb. || On Friday the 13th in September 2019, I took C751A 7007/7008 to the station to use exit C to the bus interchange. I noticed the poster of Express 43e which runs between Punggol and...",-1,0,2,0,1,0
Sengkang,Lorong Halus North,food,10,4.8,0,3,0,10,2,0,0,0,0,0,2,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-3,-10,2,0,0,2
Sengkang,Lorong Halus North,shopping,10,4.2,0,0,1,5,1,0,0,0,2,0,0,0,"Dear Management Team, I am writing to share a truly exceptional experience I recently had at your store. While shopping for meat at GIANT Food, I was warmly welcomed by an outstand... || Worst hypermarket experience. Only three checkout counters were open on a Saturday night, which naturally led to long queues. We waited about 40 minutes just to check out. If the s... || This is one of the best mega warehouses in Singapore to shop on the East side as it carries many brands of food, household n electrical items . The layout is good where one can sho...",0,-4,1,0,2,0
Sengkang,Lorong Halus North,recreation,10,3.7,1,0,0,3,2,0,1,0,0,0,0,0,The swimming complex was really great. But there's only one problem... They don't allow swimsuits with zippers when going to the slides || definitely will come again to enjoy the facility here! sheltered and water playgrounds available to play around. || The toilet cleaner aunty is super rude. Not first time encounter this problem. As level 2 under renovation. Lot of ppl rush to toilet near mcd at level 1. The aunty just mop their ...,1,-3,2,1,0,0
Sengkang,Lorong Halus North,nature,10,4.9,10,0,2,3,1,0,0,0,0,0,0,0,"I visited here for a morning walk. The park is quite large, so you'll definitely work up a sweat walking around. I highly recommend bringing a water bottle. It's full of nature, an... || Relaxing spot, perfect for a nature retreat while in the city. A lot less crowded than you'd expect, considering it's central spot. It's a collection of spots really, rather than a... || This is a quiet green park in Singapore. Looks like an old park with lot of greenery. It's clam, quiet and with lot of shade its ideal for a relaxing time. The famous Fort canning ...",10,-1,1,0,0,0
Sengkang,Rivervale,education,10,4.8,4,1,2,0,3,0,4,0,2,0,0,0,"I want to express my gratitude to Skool4kidz Sengkang Riverside Park for providing a secure and safe environment for our child Nova Zehraa. Thank you to all PG teachers for educati... || Had a really pleasant experience visiting the school today. Sharon, who helped us with the registration, was extremely detailed and patient in explaining everything to us. Principa... || My wife and I recently visited the preschool for a school tour with our 2-year-old daughter, and we were genuinely very impressed with the overall experience from start to finish. ...",3,2,3,4,2,0
Sengkang,Rivervale,transport,10,4.0,0,1,0,0,3,0,1,0,5,0,0,0,"Extremely NOISY construction works of the depot extension!!! They work 24/7 every day, including weekends. Despite numerous feedback, they still carry on throughout the nights that... || there is a nice view point during sunset at the hill beside the sbs depot || Modern large bus depot for maintenance of SBS Transit trains. Reachable by two LRT stations Tongkang and Rebjong. Plenty of fasciitis including canteen and groceries. Conveniently ...",-1,0,3,1,5,0
Sengkang,Rivervale,food,10,4.0,0,0,3,2,1,0,0,0,2,0,4,0,"This is my first time at Ci Yuan Hawker Centre, and I visited on a Sunday evening at 8 pm, which is a public holiday. As a result, most stalls were closed or closing. Despite that,... || This is a newer hawker centre located on the ground floor of Ci Yuan Community Club. It’s cleaner & more organised than the older ones, with a good mix of food choices without too ... || I don’t live nearby so I hardly eat at Ci Yuan hawker center. Today I’m in the mood to eat some “unhealthy” kind of foods that I normally skip. So I had hokkien noodle (01-16), a d...",0,1,1,0,2,4
Sengkang,Rivervale,shopping,10,4.5,1,0,2,6,2,1,0,0,6,0,0,2,"This mall has everything you need for a relaxing weekend. There is a kids’ play area, as well as a jogging track with a beautiful lake view. It offers plenty of dining options, inc... || Waterway Point is a large and spacious mall with a good mix of shops, products, services and plenty of food options. It covers most day-to-day needs and works well as a one-stop de... || Waterway point shopping mall shopping I would say clothing shops like Uniqlo n playdress.there is a popular bookstore n a toys r us.there is a miniso ...Japan home n value shop I w...",1,-4,1,0,6,-2
Sengkang,Rivervale,recreation,10,3.7,1,0,0,3,2,0,1,0,0,0,0,0,The swimming complex was really great. But there's only one problem... They don't allow swimsuits with zippers when going to the slides || definitely will come again to enjoy the facility here! sheltered and water playgrounds available to play around. || The toilet cleaner aunty is super rude. Not first time encounter this problem. As level 2 under renovation. Lot of ppl rush to toilet near mcd at level 1. The aunty just mop their ...,1,-3,2,1,0,0
Sengkang,Rivervale,nature,10,4.9,10,0,2,3,1,0,0,0,0,0,0,0,"I visited here for a morning walk. The park is quite large, so you'll definitely work up a sweat walking around. I highly recommend bringing a water bottle. It's full of nature, an... || Relaxing spot, perfect for a nature retreat while in the city. A lot less crowded than you'd expect, considering it's central spot. It's a collection of spots really, rather than a... || This is a quiet green park in Singapore. Looks like an old park with lot of greenery. It's clam, quiet and with lot of shade its ideal for a relaxing time. The famous Fort canning ...",10,-1,1,0,0,0
Sengkang,Sengkang Town Centre,education,10,3.8,3,1,2,0,2,0,1,0,2,0,0,0,"Overall the staff are professional but I think they are not precise. More details below Called Passion Card hotline to get refund on lost passion card on behalf and is told to go c... || Lousy service. Well I already called to inform and apologise that I am late to collect my HPB tracker on behalf of my family member and this person said can come now and take at si... || Sengkang Community Club, more commonly know as Sengkang CC is located fairly close to the Sengkang General Hospital and even closer to Compass One(previously known as Compass Point...",2,2,2,1,2,0
Sengkang,Sengkang Town Centre,transport,10,4.0,0,1,0,0,3,0,1,0,5,0,0,0,"Extremely NOISY construction works of the depot extension!!! They work 24/7 every day, including weekends. Despite numerous feedback, they still carry on throughout the nights that... || there is a nice view point during sunset at the hill beside the sbs depot || Modern large bus depot for maintenance of SBS Transit trains. Reachable by two LRT stations Tongkang and Rebjong. Plenty of fasciitis including canteen and groceries. Conveniently ...",-1,0,3,1,5,0
Sengkang,Sengkang Town Centre,food,10,4.0,0,0,3,2,1,0,0,0,2,0,4,0,"This is my first time at Ci Yuan Hawker Centre, and I visited on a Sunday evening at 8 pm, which is a public holiday. As a result, most stalls were closed or closing. Despite that,... || This is a newer hawker centre located on the ground floor of Ci Yuan Community Club. It’s cleaner & more organised than the older ones, with a good mix of food choices without too ... || I don’t live nearby so I hardly eat at Ci Yuan hawker center. Today I’m in the mood to eat some “unhealthy” kind of foods that I normally skip. So I had hokkien noodle (01-16), a d...",0,1,1,0,2,4
Sengkang,Sengkang Town Centre,shopping,10,4.2,0,0,1,5,1,0,0,0,2,0,0,0,"Dear Management Team, I am writing to share a truly exceptional experience I recently had at your store. While shopping for meat at GIANT Food, I was warmly welcomed by an outstand... || Worst hypermarket experience. Only three checkout counters were open on a Saturday night, which naturally led to long queues. We waited about 40 minutes just to check out. If the s... || This is one of the best mega warehouses in Singapore to shop on the East side as it carries many brands of food, household n electrical items . The layout is good where one can sho...",0,-4,1,0,2,0
Sengkang,Sengkang Town Centre,recreation,10,3.7,1,0,0,3,2,0,1,0,0,0,0,0,The swimming complex was really great. But there's only one problem... They don't allow swimsuits with zippers when going to the slides || definitely will come again to enjoy the facility here! sheltered and water playgrounds available to play around. || The toilet cleaner aunty is super rude. Not first time encounter this problem. As level 2 under renovation. Lot of ppl rush to toilet near mcd at level 1. The aunty just mop their ...,1,-3,2,1,0,0
Sengkang,Sengkang Town Centre,nature,10,4.4,8,0,0,3,0,0,0,0,1,0,0,0,"The park itself is fine if you don't intend to go onto the other side of the waterway because the number of bridges linking the two sides are few and far apart. I am not sure why i... || Great place for a family walk. Quite a lot of wildlife and nature you can spot here if you look closely. || Nature's serenity and wonder, 😜 if you don't mind just a quiet morning walk or family walk ☺️🍀😎💕👍🏽🌈",8,-3,0,0,1,0
Sengkang,Sengkang West,education,10,3.8,3,1,2,0,2,0,1,0,2,0,0,0,"Overall the staff are professional but I think they are not precise. More details below Called Passion Card hotline to get refund on lost passion card on behalf and is told to go c... || Lousy service. Well I already called to inform and apologise that I am late to collect my HPB tracker on behalf of my family member and this person said can come now and take at si... || Sengkang Community Club, more commonly know as Sengkang CC is located fairly close to the Sengkang General Hospital and even closer to Compass One(previously known as Compass Point...",2,2,2,1,2,0
Sengkang,Sengkang West,transport,10,4.0,0,1,0,0,3,0,1,0,5,0,0,0,"Extremely NOISY construction works of the depot extension!!! They work 24/7 every day, including weekends. Despite numerous feedback, they still carry on throughout the nights that... || there is a nice view point during sunset at the hill beside the sbs depot || Modern large bus depot for maintenance of SBS Transit trains. Reachable by two LRT stations Tongkang and Rebjong. Plenty of fasciitis including canteen and groceries. Conveniently ...",-1,0,3,1,5,0
Sengkang,Sengkang West,food,10,4.9,0,0,0,1,0,0,0,0,0,0,0,0,"This is the Mumchi stall at Anchorvale Hawker Centre. I just bought 2 coconut munchi pancakes last week and today the stall called out to me again. This time round it is the red be... || Great service. Staff is always friendly. She also advise us accordingly on the available flavours and waiting time. Always happy going to this outlet. The pancakes are also very ta... || Absolutely love their pancakes here! The pancakes were soft, fluffy, and packed with tasty flavours. What made the experience even better was the owner was super friendly, welcomin...",0,-1,0,0,0,0
Sengkang,Sengkang West,shopping,10,4.0,0,0,1,2,1,0,0,0,4,0,1,0,"A nice and modern mall conveniently located at the Jurong East transportation hub, with sheltered walkways linking it to two other popular malls in the area. The mall is spacious, ... || Mall is around 10 years old located in Jurong east central and beside the MRT station. Good shopper traffic, more home goods, Fnb and lifestyle/services shops such as Nittori, Drea... || Great place for casual shopping. Good spread of food. Easy connection to the jurong east train station.",0,-1,1,0,4,1
